microbe,metabolite,edge_type
Bacteroides xylanisolvens SD CC 1b,Indole,consumption
Bacteroides xylanisolvens SD CC 1b,Inosine,consumption
Bacteroides xylanisolvens SD CC 1b,"Isobutyrate, 2-Methylpropanoate",consumption
Bacteroides xylanisolvens SD CC 1b,"Isovalerate, 3-Methylbutanoate",consumption
Bacteroides xylanisolvens SD CC 1b,L-leucine,consumption
Bacteroides xylanisolvens SD CC 1b,L-lysinium(1+),consumption
Bacteroides xylanisolvens SD CC 1b,L-methionine,consumption
Bacteroides xylanisolvens SD CC 1b,Nicotinate,consumption
Bacteroides xylanisolvens SD CC 1b,Ammonium,consumption
Bacteroides xylanisolvens SD CC 1b,Nitrite,consumption
Bacteroides xylanisolvens SD CC 1b,octadecanoate (n-C18:0),consumption
Bacteroides xylanisolvens SD CC 1b,propionate,consumption
Bacteroides xylanisolvens SD CC 1b,L-proline,consumption
Bacteroides xylanisolvens SD CC 1b,Putrescine,consumption
Bacteroides xylanisolvens SD CC 1b,Pyridoxal,consumption
Bacteroides xylanisolvens SD CC 1b,L-Rhamnose,consumption
Bacteroides xylanisolvens SD CC 1b,Serine,consumption
Bacteroides xylanisolvens SD CC 1b,sulfate,consumption
Bacteroides xylanisolvens SD CC 1b,Spermidine,consumption
Bacteroides xylanisolvens SD CC 1b,Stachyose,consumption
Bacteroides xylanisolvens SD CC 1b,Succinate,consumption
Bacteroides xylanisolvens SD CC 1b,L-threonine,consumption
Bacteroides xylanisolvens SD CC 1b,Thymidine,consumption
Bacteroides xylanisolvens SD CC 1b,tetradecanoate (n-C14:0),consumption
Bacteroides xylanisolvens SD CC 1b,uracil,consumption
Bacteroides xylanisolvens SD CC 1b,Urea,consumption
Bacteroides xylanisolvens SD CC 1b,Uridine,consumption
Bacteroides xylanisolvens SD CC 1b,L-valine,consumption
Bacteroides xylanisolvens SD CC 1b,Xanthine,consumption
"Prevotella copri CB7, DSM 18205","(S)-propane-1,2-diol",consumption
"Prevotella copri CB7, DSM 18205",acetate,consumption
"Prevotella copri CB7, DSM 18205",Adenosine,consumption
"Prevotella copri CB7, DSM 18205",Adenosylcobalamin,consumption
"Prevotella copri CB7, DSM 18205",L-arabinose,consumption
"Prevotella copri CB7, DSM 18205",L-argininium(1+),consumption
"Prevotella copri CB7, DSM 18205",L-asparagine,consumption
"Prevotella copri CB7, DSM 18205",cellobiose,consumption
"Prevotella copri CB7, DSM 18205",Cytidine,consumption
"Prevotella copri CB7, DSM 18205",laurate,consumption
"Prevotella copri CB7, DSM 18205",Formate,consumption
"Prevotella copri CB7, DSM 18205",galactitol,consumption
"Prevotella copri CB7, DSM 18205",D-Galacturonate,consumption
"Prevotella copri CB7, DSM 18205",D-glucose,consumption
"Prevotella copri CB7, DSM 18205",D-glucuronate,consumption
"Prevotella copri CB7, DSM 18205",L-glutamate(1-),consumption
"Prevotella copri CB7, DSM 18205",Guanosine,consumption
"Prevotella copri CB7, DSM 18205",Hydrogen,consumption
"Prevotella copri CB7, DSM 18205",Hexadecanoate (n-C16:0),consumption
"Prevotella copri CB7, DSM 18205",Inosine,consumption
"Prevotella copri CB7, DSM 18205",Lactose,consumption
"Prevotella copri CB7, DSM 18205",L-lysinium(1+),consumption
"Prevotella copri CB7, DSM 18205",Maltose,consumption
"Prevotella copri CB7, DSM 18205",L-methionine,consumption
"Prevotella copri CB7, DSM 18205",Nicotinate,consumption
"Prevotella copri CB7, DSM 18205",Ammonium,consumption
"Prevotella copri CB7, DSM 18205",octadecanoate (n-C18:0),consumption
"Prevotella copri CB7, DSM 18205",propionate,consumption
"Prevotella copri CB7, DSM 18205",Pyridoxal,consumption
"Prevotella copri CB7, DSM 18205",Raffinose,consumption
"Prevotella copri CB7, DSM 18205",L-Rhamnose,consumption
"Prevotella copri CB7, DSM 18205",Serine,consumption
"Prevotella copri CB7, DSM 18205",sulfate,consumption
"Prevotella copri CB7, DSM 18205",Stachyose,consumption
"Prevotella copri CB7, DSM 18205",Succinate,consumption
"Prevotella copri CB7, DSM 18205",Sucrose,consumption
"Prevotella copri CB7, DSM 18205",Thymidine,consumption
"Prevotella copri CB7, DSM 18205",tetradecanoate (n-C14:0),consumption
"Prevotella copri CB7, DSM 18205",Urea,consumption
"Prevotella copri CB7, DSM 18205",Uridine,consumption
"Prevotella copri CB7, DSM 18205",Xanthine,consumption
Bacteroides dorei DSM 17855,"(S)-propane-1,2-diol",consumption
Bacteroides dorei DSM 17855,N-acetyl-D-glucosamine,consumption
Bacteroides dorei DSM 17855,acetate,consumption
Bacteroides dorei DSM 17855,Adenosine,consumption
Bacteroides dorei DSM 17855,Adenosylcobalamin,consumption
Bacteroides dorei DSM 17855,L-arabinose,consumption
Bacteroides dorei DSM 17855,L-argininium(1+),consumption
Bacteroides dorei DSM 17855,L-asparagine,consumption
Bacteroides dorei DSM 17855,Biotin,consumption
Bacteroides dorei DSM 17855,Cytidine,consumption
Bacteroides dorei DSM 17855,laurate,consumption
Bacteroides dorei DSM 17855,Formate,consumption
Bacteroides dorei DSM 17855,D-Galactose,consumption
Bacteroides dorei DSM 17855,galactitol,consumption
Bacteroides dorei DSM 17855,D-Galacturonate,consumption
Bacteroides dorei DSM 17855,D-glucose,consumption
Bacteroides dorei DSM 17855,D-glucuronate,consumption
Bacteroides dorei DSM 17855,L-glutamate(1-),consumption
Bacteroides dorei DSM 17855,glycine betaine,consumption
Bacteroides dorei DSM 17855,Guanosine,consumption
Bacteroides dorei DSM 17855,Hydrogen,consumption
Bacteroides dorei DSM 17855,Hexadecanoate (n-C16:0),consumption
Bacteroides dorei DSM 17855,Inosine,consumption
Bacteroides dorei DSM 17855,"Isobutyrate, 2-Methylpropanoate",consumption
Bacteroides dorei DSM 17855,"Isovalerate, 3-Methylbutanoate",consumption
Bacteroides dorei DSM 17855,Lactose,consumption
Bacteroides dorei DSM 17855,L-leucine,consumption
Bacteroides dorei DSM 17855,L-lysinium(1+),consumption
Bacteroides dorei DSM 17855,Maltose,consumption
Bacteroides dorei DSM 17855,D-Mannose,consumption
Bacteroides dorei DSM 17855,L-methionine,consumption
Bacteroides dorei DSM 17855,Nicotinate,consumption
Bacteroides dorei DSM 17855,Ammonium,consumption
Bacteroides dorei DSM 17855,octadecanoate (n-C18:0),consumption
Bacteroides dorei DSM 17855,propionate,consumption
Bacteroides dorei DSM 17855,L-proline,consumption
Bacteroides dorei DSM 17855,Putrescine,consumption
Bacteroides dorei DSM 17855,Pyridoxal,consumption
Bacteroides dorei DSM 17855,Raffinose,consumption
Bacteroides dorei DSM 17855,D-ribose,consumption
Bacteroides dorei DSM 17855,L-Rhamnose,consumption
Bacteroides dorei DSM 17855,Serine,consumption
Bacteroides dorei DSM 17855,sulfate,consumption
Bacteroides dorei DSM 17855,Spermidine,consumption
Bacteroides dorei DSM 17855,Stachyose,consumption
Bacteroides dorei DSM 17855,Succinate,consumption
Bacteroides dorei DSM 17855,Sucrose,consumption
Bacteroides dorei DSM 17855,L-threonine,consumption
Bacteroides dorei DSM 17855,Thymidine,consumption
Bacteroides dorei DSM 17855,tetradecanoate (n-C14:0),consumption
Bacteroides dorei DSM 17855,Urea,consumption
Bacteroides dorei DSM 17855,Uridine,consumption
Bacteroides dorei DSM 17855,L-valine,consumption
Bacteroides dorei DSM 17855,Xanthine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,acetaldehyde,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,(R)-Acetoin,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,acetate,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Adenine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-alanine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,D-glucose,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-arabinose,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-argininium(1+),consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-asparagine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-aspartate(1-),consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Biotin,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,cellobiose,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-cysteine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,ethanol,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Formate,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,D-Fructose,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,D-Galactose,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-glutamine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-glutamate(1-),consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Glycine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,glycine betaine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-histidine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-isoleucine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,indole-3-acetate,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Lactose,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-leucine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-lysinium(1+),consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,(S)-malate(2-),consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Maltose,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,D-Mannose,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Melibiose,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-methionine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Nicotinate,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Ammonium,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Ornithine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Phenylalanine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-proline,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Putrescine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Pyridoxal,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Riboflavin,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Serine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,sulfate,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Spermidine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Stachyose,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Succinate,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Sucrose,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-threonine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-tyrosine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,uracil,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Urea,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Uridine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-valine,consumption
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Xanthine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,acetaldehyde,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,N-acetyl-D-glucosamine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,(R)-Acetoin,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,acetate,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Adenine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-alanine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,D-glucose,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-arabinose,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-argininium(1+),consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-asparagine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-aspartate(1-),consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Biotin,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,cellobiose,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-cysteine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,ethanol,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Folate,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Formate,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,D-Fructose,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,D-Galactose,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,galactitol,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,D-Glucosamine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-glutamine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-glutamate(1-),consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Glycine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,glycine betaine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Glycerol,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Guanine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-histidine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-isoleucine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Lactose,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-leucine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-lysinium(1+),consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Maltose,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,D-Mannose,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-methionine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,D-Mannitol,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Menaquinone 8,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Nicotinate,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Ammonium,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Nitrite,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Nitrate,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Phenylalanine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,propionate,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-proline,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Putrescine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Pyridoxal,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Riboflavin,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Serine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,sulfate,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Spermidine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Succinate,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Sucrose,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Taurine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Thiamin,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-threonine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Trehalose,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-tyrosine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,uracil,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-valine,consumption
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Xanthine,consumption
Eubacterium rectale ATCC 33656,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",consumption
Eubacterium rectale ATCC 33656,acetaldehyde,consumption
Eubacterium rectale ATCC 33656,N-acetyl-D-glucosamine,consumption
Eubacterium rectale ATCC 33656,acetate,consumption
Eubacterium rectale ATCC 33656,Adenosylcobalamin,consumption
Eubacterium rectale ATCC 33656,L-alanine,consumption
Eubacterium rectale ATCC 33656,D-glucose,consumption
Eubacterium rectale ATCC 33656,Maltose,consumption
Eubacterium rectale ATCC 33656,L-arabinose,consumption
Eubacterium rectale ATCC 33656,L-asparagine,consumption
Eubacterium rectale ATCC 33656,L-aspartate(1-),consumption
Eubacterium rectale ATCC 33656,Biotin,consumption
Eubacterium rectale ATCC 33656,butyrate,consumption
Eubacterium rectale ATCC 33656,cellobiose,consumption
Eubacterium rectale ATCC 33656,L-cysteine,consumption
Eubacterium rectale ATCC 33656,Dextrin,consumption
Eubacterium rectale ATCC 33656,Riboflavin,consumption
Eubacterium rectale ATCC 33656,ethanol,consumption
Eubacterium rectale ATCC 33656,Folate,consumption
Eubacterium rectale ATCC 33656,Formate,consumption
Eubacterium rectale ATCC 33656,D-Fructose,consumption
Eubacterium rectale ATCC 33656,D-Galactose,consumption
Eubacterium rectale ATCC 33656,galactitol,consumption
Eubacterium rectale ATCC 33656,D-Galacturonate,consumption
Eubacterium rectale ATCC 33656,D-Glucosamine,consumption
Eubacterium rectale ATCC 33656,L-glutamine,consumption
Eubacterium rectale ATCC 33656,L-glutamate(1-),consumption
